,player_name,event,event_type,event_date,score
3999,theillaster,AWR,PVE-L,2019-12-16,0.0
4001,lumiere,AWR,PVE-L,2019-12-16,0.224
4002,rylenor,AWR,PVE-L,2019-12-16,0.06
4003,redwizzard4,AWR,PVE-L,2019-12-16,0.0
4005,taidachan,AWR,PVE-L,2019-12-16,0.684
4006,quiksilverhg,AWR,PVE-L,2019-12-16,0.456
4007,faiith,AWR,PVE-L,2019-12-16,0.04
4008,explode1,AWR,PVE-L,2019-12-16,0.0
4010,jainus,AWR,PVE-L,2019-12-16,0.46
4011,apledirt,AWR,PVE-L,2019-12-16,0.0
4012,niigin,AWR,PVE-L,2019-12-16,0.364
4013,gingerfever,AWR,PVE-L,2019-12-16,0.456
4014,psylun,AWR,PVE-L,2019-12-16,0.328
4020,serenity,AWR,PVE-L,2019-12-16,0.764
4021,emissary,AWR,PVE-L,2019-12-16,0.0
4022,thabombs,AWR,PVE-L,2019-12-16,0.44
4023,cmikaitis,AWR,PVE-L,2019-12-16,0.28
4024,rooster,AWR,PVE-L,2019-12-16,0.0
4025,hburger,AWR,PVE-L,2019-12-16,0.0
4026,mongkokkid,AWR,PVE-L,2019-12-16,0.12
4027,gofreo,AWR,PVE-L,2019-12-16,0.0
4028,jayariel,AWR,PVE-L,2019-12-16,0.0
4031,greywolf,AWR,PVE-L,2019-12-16,0.224
4038,mucephei,AWR,PVE-L,2019-12-16,0.1
4040,madwren,AWR,PVE-L,2019-12-16,0.96
4041,zariath,AWR,PVE-L,2019-12-16,0.84
4042,first,AWR,PVE-L,2019-12-16,0.972
4043,nickolas,AWR,PVE-L,2019-12-16,1.0
4044,magicninja1,AWR,PVE-L,2019-12-16,0.98
4045,operasm,AWR,PVE-L,2019-12-16,0.928
4046,nyarlathotep,AWR,PVE-L,2019-12-16,0.792
4047,yaanchy,AWR,PVE-L,2019-12-16,0.94
4048,larz70,AWR,PVE-L,2019-12-16,1.0
4049,amoxjs,AWR,PVE-L,2019-12-16,1.0
4050,demonious,AWR,PVE-L,2019-12-16,1.0
4051,marsdeon,AWR,PVE-L,2019-12-16,0.948
4052,shrek,AWR,PVE-L,2019-12-16,1.0
4053,edhmage,AWR,PVE-L,2019-12-16,0.98
4054,lost4g,AWR,PVE-L,2019-12-16,1.0
4055,soybomb,AWR,PVE-L,2019-12-16,0.8
4056,magegaga,AWR,PVE-L,2019-12-16,1.0
4057,gideon,AWR,PVE-L,2019-12-16,0.988
4058,shteev,AWR,PVE-L,2019-12-16,0.96
4059,oikeus,AWR,PVE-L,2019-12-16,0.92
4060,chronomor,TE,PVE-S,2019-12-09,0.8587
4061,europachaos,TE,PVE-S,2019-12-09,0.8922
4062,doktorjadran,TE,PVE-S,2019-12-09,0.7323
4063,arklight,TE,PVE-S,2019-12-09,0.9294
4064,oibaf2000,TE,PVE-S,2019-12-09,0.7955
4065,fartingsnail,TE,PVE-S,2019-12-09,0.9926
4066,xombiemike,TE,PVE-S,2019-12-09,0.829
4067,mister20,TE,PVE-S,2019-12-09,0.8327
4068,alfredseet,TE,PVE-S,2019-12-09,0.8327
4069,valdahsor,TE,PVE-S,2019-12-09,0.8253
4070,twister,TE,PVE-S,2019-12-09,0.8922
4071,zohair,TE,PVE-S,2019-12-09,0.7732
4072,themorbo,TE,PVE-S,2019-12-09,0.9033
4073,guest,TE,PVE-S,2019-12-09,0.9517
4074,themuffinman,TE,PVE-S,2019-12-09,0.8922
4075,matthew,TE,PVE-S,2019-12-09,0.7881
4076,ggbond,TE,PVE-S,2019-12-09,0.948
4077,tinyau,TE,PVE-S,2019-12-09,0.8178
4078,shadowspace,TE,PVE-S,2019-12-09,0.6394
4079,brookie,TE,PVE-S,2019-12-09,0.8216
4080,mjuhlz,TE,PVE-S,2019-12-09,0.487
4081,abyssian,TE,PVE-S,2019-12-09,0.8439
4082,khaalis,TE,PVE-S,2019-12-09,0.7361
4083,analconda,TE,PVE-S,2019-12-09,0.539
4084,powernic,TE,PVE-S,2019-12-09,0.461
4085,morlock,TE,PVE-S,2019-12-09,0.3197
4086,skeletor,TE,PVE-S,2019-12-09,0.3792
4087,lucian,TE,PVE-S,2019-12-09,0.855
4088,decadentia,TE,PVE-S,2019-12-09,0.29
4089,jimmysnuka,TE,PVE-S,2019-12-09,0.7509
4090,pinkyellow1203,TE,PVE-S,2019-12-09,0.7323
4091,xannaya,TE,PVE-S,2019-12-09,0.0632
4092,hueytw,TE,PVE-S,2019-12-09,0.4833
4093,rylenor,TE,PVE-S,2019-12-09,0.0743
4094,tomnoxx,TE,PVE-S,2019-12-09,0.0743
4095,yogsoth,TE,PVE-S,2019-12-09,0.2416
4096,telanthar,TE,PVE-S,2019-12-09,0.3829
4097,bihotz,TE,PVE-S,2019-12-09,0.4796
4098,lazarus,TE,PVE-S,2019-12-09,0.3197
4099,tāotiè,TE,PVE-S,2019-12-09,0.974
4100,mistercawck,TE,PVE-S,2019-12-09,0.4944
4101,patricio,TE,PVE-S,2019-12-09,0.1673
4105,huanchoo,TE,PVE-S,2019-12-09,0.2238
4108,lokijira,TE,PVE-S,2019-12-09,0.0
4109,kensei,TE,PVE-S,2019-12-09,0.0
4110,schmara,TE,PVE-S,2019-12-09,0.119
4111,babyweenus,TE,PVE-S,2019-12-09,0.0
4112,cerberus,TE,PVE-S,2019-12-09,0.4572
4113,cleanser,TE,PVE-S,2019-12-09,0.052
4114,biggestbunny,TE,PVE-S,2019-12-09,0.0
4115,pharom,TE,PVE-S,2019-12-09,0.0
4117,bebop112,TE,PVE-S,2019-12-09,0.0
4118,woodenh0rse,TE,PVE-S,2019-12-09,0.0
4119,mithras,TE,PVE-S,2019-12-09,0.0
4120,jeffrey27,TE,PVE-S,2019-12-09,0.8364
4121,ralpha,TE,PVE-S,2019-12-09,0.5688
4122,timothy,TE,PVE-S,2019-12-09,0.4387
4123,burrito,TE,PVE-S,2019-12-09,0.3866
4124,hillz99,TE,PVE-S,2019-12-09,0.2825
4125,fanciest,TE,PVE-S,2019-12-09,0.2825
4126,raunen,TE,PVE-S,2019-12-09,0.1747
4127,caddam,TE,PVE-S,2019-12-09,0.1375
4128,sparky,TE,PVE-S,2019-12-09,0.1227
4129,gorelash,TE,PVE-S,2019-12-09,0.0892
4130,vizzerdrix,TE,PVE-S,2019-12-09,0.0669
4131,jrp1787,TE,PVE-S,2019-12-09,0.052
4132,theillaster,TE,PVE-S,2019-12-09,0.0409
4133,aztaren,TE,PVE-S,2019-12-09,0.0186
4138,soujirou,TE,PVE-S,2019-12-09,0.0
4139,dxthree,TE,PVE-S,2019-12-09,0.0
4141,lumiere,TE,PVE-S,2019-12-09,0.0892
4143,redwizzard4,TE,PVE-S,2019-12-09,0.0112
4145,taidachan,TE,PVE-S,2019-12-09,0.2602
4146,quiksilverhg,TE,PVE-S,2019-12-09,0.2342
4147,faiith,TE,PVE-S,2019-12-09,0.1227
4148,explode1,TE,PVE-S,2019-12-09,0.0335
4150,jainus,TE,PVE-S,2019-12-09,0.0
4151,apledirt,TE,PVE-S,2019-12-09,0.0037
4152,niigin,TE,PVE-S,2019-12-09,0.0
4153,gingerfever,TE,PVE-S,2019-12-09,0.0
4154,psylun,TE,PVE-S,2019-12-09,0.0632
4160,serenity,TE,PVE-S,2019-12-09,0.3197
4161,emissary,TE,PVE-S,2019-12-09,0.0
4162,thabombs,TE,PVE-S,2019-12-09,0.1561
4163,cmikaitis,TE,PVE-S,2019-12-09,0.1115
4164,rooster,TE,PVE-S,2019-12-09,0.0
4165,hburger,TE,PVE-S,2019-12-09,0.0
4166,mongkokkid,TE,PVE-S,2019-12-09,0.0818
4167,gofreo,TE,PVE-S,2019-12-09,0.0
4168,jayariel,TE,PVE-S,2019-12-09,0.0
4171,greywolf,TE,PVE-S,2019-12-09,0.1524
4178,mucephei,TE,PVE-S,2019-12-09,0.0186
4180,madwren,TE,PVE-S,2019-12-09,0.9851
4181,zariath,TE,PVE-S,2019-12-09,0.9108
4182,first,TE,PVE-S,2019-12-09,0.9851
4183,nickolas,TE,PVE-S,2019-12-09,0.9628
4184,magicninja1,TE,PVE-S,2019-12-09,0.9405
4185,nyarlathotep,TE,PVE-S,2019-12-09,0.9145
4186,operasm,TE,PVE-S,2019-12-09,0.9442
4187,yaanchy,TE,PVE-S,2019-12-09,0.948
4188,larz70,TE,PVE-S,2019-12-09,0.9665
4189,amoxjs,TE,PVE-S,2019-12-09,0.9368
4190,demonious,TE,PVE-S,2019-12-09,0.9554
4191,marsdeon,TE,PVE-S,2019-12-09,0.8848
4192,shrek,TE,PVE-S,2019-12-09,0.9294
4193,edhmage,TE,PVE-S,2019-12-09,0.8216
4194,lost4g,TE,PVE-S,2019-12-09,1.0
4195,soybomb,TE,PVE-S,2019-12-09,0.8513
4196,d3r3lict,TE,PVE-S,2019-12-09,0.9591
4197,magegaga,TE,PVE-S,2019-12-09,0.9294
4198,masaana,TE,PVE-S,2019-12-09,0.9182
4199,omi77,TE,PVE-S,2019-12-09,0.7472
4200,masaana,TGT,PVP-S,2019-12-02,0.8889
4201,d3r3lict,TGT,PVP-S,2019-12-02,0.9267
4202,doktorjadran,TGT,PVP-S,2019-12-02,0.6556
4203,arklight,TGT,PVP-S,2019-12-02,0.9622
4204,oibaf2000,TGT,PVP-S,2019-12-02,0.8267
4205,fartingsnail,TGT,PVP-S,2019-12-02,1.0
4206,xombiemike,TGT,PVP-S,2019-12-02,0.8
4207,powernic,TGT,PVP-S,2019-12-02,0.8778
4208,alfredseet,TGT,PVP-S,2019-12-02,0.8889
4209,analconda,TGT,PVP-S,2019-12-02,0.9333
4210,twister,TGT,PVP-S,2019-12-02,0.8067
4211,zohair,TGT,PVP-S,2019-12-02,0.9378
4212,themorbo,TGT,PVP-S,2019-12-02,0.9956
4213,guest,TGT,PVP-S,2019-12-02,0.9111
4214,themuffinman,TGT,PVP-S,2019-12-02,0.7244
4215,omi77,TGT,PVP-S,2019-12-02,0.9044
4216,ggbond,TGT,PVP-S,2019-12-02,0.9778
4217,tinyau,TGT,PVP-S,2019-12-02,0.5378
4218,magegaga,TGT,PVP-S,2019-12-02,0.7333
4219,brookie,TGT,PVP-S,2019-12-02,0.8333
4220,mjuhlz,TGT,PVP-S,2019-12-02,0.5133
4221,mister20,TGT,PVP-S,2019-12-02,0.9133
4222,patricio,TGT,PVP-S,2019-12-02,0.3111
4223,shadowspace,TGT,PVP-S,2019-12-02,0.5111
4224,cadmium,TGT,PVP-S,2019-12-02,0.0
4225,morlock,TGT,PVP-S,2019-12-02,0.4978
4226,mooninja,TGT,PVP-S,2019-12-02,0.5711
4227,lucian,TGT,PVP-S,2019-12-02,0.86
4228,europachaos,TGT,PVP-S,2019-12-02,0.9111
4229,jimmysnuka,TGT,PVP-S,2019-12-02,0.7733
4230,pinkyellow1203,TGT,PVP-S,2019-12-02,0.7733
4231,6demonbag,TGT,PVP-S,2019-12-02,0.6422
4232,hueytw,TGT,PVP-S,2019-12-02,0.5556
4233,valdahsor,TGT,PVP-S,2019-12-02,0.7356
4234,scottisenses,TGT,PVP-S,2019-12-02,0.0
4235,yogsoth,TGT,PVP-S,2019-12-02,0.8978
4236,telanthar,TGT,PVP-S,2019-12-02,0.3644
4237,bihotz,TGT,PVP-S,2019-12-02,0.4311
4238,lazarus,TGT,PVP-S,2019-12-02,0.8156
4239,chronomor,TGT,PVP-S,2019-12-02,0.5067
4240,rylenor,TGT,PVP-S,2019-12-02,0.3022
4241,xannaya,TGT,PVP-S,2019-12-02,0.4133
4242,myst89,TGT,PVP-S,2019-12-02,0.6533
4243,skeletor,TGT,PVP-S,2019-12-02,0.6111
4244,khaalis,TGT,PVP-S,2019-12-02,0.7933
4245,huanchoo,TGT,PVP-S,2019-12-02,0.0
4246,tomnoxx,TGT,PVP-S,2019-12-02,0.0
4247,summonghost,TGT,PVP-S,2019-12-02,0.9778
4248,lokijira,TGT,PVP-S,2019-12-02,0.0
4249,kensei,TGT,PVP-S,2019-12-02,0.0
4250,schmara,TGT,PVP-S,2019-12-02,0.3689
4251,babyweenus,TGT,PVP-S,2019-12-02,0.2978
4252,cerberus,TGT,PVP-S,2019-12-02,0.3111
4253,cleanser,TGT,PVP-S,2019-12-02,0.2422
4254,biggestbunny,TGT,PVP-S,2019-12-02,0.0489
4255,pharom,TGT,PVP-S,2019-12-02,0.0
4257,bebop112,TGT,PVP-S,2019-12-02,0.0
4258,woodenh0rse,TGT,PVP-S,2019-12-02,0.0
4259,mithras,TGT,PVP-S,2019-12-02,0.0
4260,jeffrey27,TGT,PVP-S,2019-12-02,0.9289
4261,caddam,TGT,PVP-S,2019-12-02,0.3844
4262,burrito,TGT,PVP-S,2019-12-02,0.3778
4263,raunen,TGT,PVP-S,2019-12-02,0.3444
4264,sparky,TGT,PVP-S,2019-12-02,0.3289
4265,jrp1787,TGT,PVP-S,2019-12-02,0.3044
4266,hillz99,TGT,PVP-S,2019-12-02,0.2556
4267,aztaren,TGT,PVP-S,2019-12-02,0.2044
4268,soujirou,TGT,PVP-S,2019-12-02,0.1422
4269,vizzerdrix,TGT,PVP-S,2019-12-02,0.0778
4270,fanciest,TGT,PVP-S,2019-12-02,0.0756
4271,mkshield,TGT,PVP-S,2019-12-02,0.0
4272,turbofx,TGT,PVP-S,2019-12-02,0.0
4273,nezkhy,TGT,PVP-S,2019-12-02,0.0
4274,evil knot,TGT,PVP-S,2019-12-02,0.0
4275,gorelash,TGT,PVP-S,2019-12-02,0.0
4276,mockstar,TGT,PVP-S,2019-12-02,0.0
4277,solgoth,TGT,PVP-S,2019-12-02,0.0
4278,jetterror,TGT,PVP-S,2019-12-02,0.0
4279,dxthree,TGT,PVP-S,2019-12-02,0.0
4281,lumiere,TGT,PVP-S,2019-12-02,0.18
4283,redwizzard4,TGT,PVP-S,2019-12-02,0.0
4286,quiksilverhg,TGT,PVP-S,2019-12-02,0.0
4290,jainus,TGT,PVP-S,2019-12-02,0.0222
4294,psylun,TGT,PVP-S,2019-12-02,0.0378
4300,serenity,TGT,PVP-S,2019-12-02,0.4444
4301,emissary,TGT,PVP-S,2019-12-02,0.0
4302,thabombs,TGT,PVP-S,2019-12-02,0.0
4303,cmikaitis,TGT,PVP-S,2019-12-02,0.2356
4304,rooster,TGT,PVP-S,2019-12-02,0.0
4305,hburger,TGT,PVP-S,2019-12-02,0.0
4306,mongkokkid,TGT,PVP-S,2019-12-02,0.2311
4307,gofreo,TGT,PVP-S,2019-12-02,0.0
4308,jayariel,TGT,PVP-S,2019-12-02,0.0
4309,diviodurr,TGT,PVP-S,2019-12-02,0.0
4310,gypsiemerald,TGT,PVP-S,2019-12-02,0.0
4311,greywolf,TGT,PVP-S,2019-12-02,0.0222
4312,guest2,TGT,PVP-S,2019-12-02,0.0
4313,norinth,TGT,PVP-S,2019-12-02,0.0
4314,rentrout,TGT,PVP-S,2019-12-02,0.0
4315,tomtecat,TGT,PVP-S,2019-12-02,0.0
4316,poptartcat,TGT,PVP-S,2019-12-02,0.0
4317,xmanrex123,TGT,PVP-S,2019-12-02,0.0
4318,mucephei,TGT,PVP-S,2019-12-02,0.3489
4319,decadentia,TGT,PVP-S,2019-12-02,0.9644
4320,madwren,TGT,PVP-S,2019-12-02,0.9733
4321,zariath,TGT,PVP-S,2019-12-02,0.9933
4322,first,TGT,PVP-S,2019-12-02,0.8711
4323,nickolas,TGT,PVP-S,2019-12-02,0.96
4324,gideon,TGT,PVP-S,2019-12-02,0.9111
4325,magicninja1,TGT,PVP-S,2019-12-02,0.8867
4326,nyarlathotep,TGT,PVP-S,2019-12-02,1.0
4327,operasm,TGT,PVP-S,2019-12-02,1.0
4328,yaanchy,TGT,PVP-S,2019-12-02,0.9733
4329,larz70,TGT,PVP-S,2019-12-02,0.9956
4330,amoxjs,TGT,PVP-S,2019-12-02,0.9644
4331,demonious,TGT,PVP-S,2019-12-02,0.9444
4332,oikeus,TGT,PVP-S,2019-12-02,0.3111
4333,marsdeon,TGT,PVP-S,2019-12-02,0.9333
4334,edhmage,TGT,PVP-S,2019-12-02,0.9333
4335,shrek,TGT,PVP-S,2019-12-02,0.9711
4336,lost4g,TGT,PVP-S,2019-12-02,0.9333
4337,soybomb,TGT,PVP-S,2019-12-02,0.86
4338,shteev,TGT,PVP-S,2019-12-02,0.9711
4339,matthew,TGT,PVP-S,2019-12-02,0.8667
4340,masaana,TDW,PVP-S,2019-11-25,0.9556
4341,d3r3lict,TDW,PVP-S,2019-11-25,1.0
4342,doktorjadran,TDW,PVP-S,2019-11-25,0.9074
4343,yogsoth,TDW,PVP-S,2019-11-25,1.0
4344,oibaf2000,TDW,PVP-S,2019-11-25,0.7463
4345,fartingsnail,TDW,PVP-S,2019-11-25,1.0
4346,xombiemike,TDW,PVP-S,2019-11-25,0.8056
4347,powernic,TDW,PVP-S,2019-11-25,0.9741
4348,alfredseet,TDW,PVP-S,2019-11-25,0.8611
4349,6demonbag,TDW,PVP-S,2019-11-25,0.913
4350,twister,TDW,PVP-S,2019-11-25,0.9778
4351,zohair,TDW,PVP-S,2019-11-25,0.7481
4352,themorbo,TDW,PVP-S,2019-11-25,0.9296
4353,guest,TDW,PVP-S,2019-11-25,0.8315
4354,themuffinman,TDW,PVP-S,2019-11-25,0.9889
4355,valdahsor,TDW,PVP-S,2019-11-25,0.8981
4356,ggbond,TDW,PVP-S,2019-11-25,0.9278
4357,tinyau,TDW,PVP-S,2019-11-25,0.9074
4358,shaggy2000,TDW,PVP-S,2019-11-25,0.7111
4359,brookie,TDW,PVP-S,2019-11-25,0.863
4360,mjuhlz,TDW,PVP-S,2019-11-25,0.7333
4361,mister20,TDW,PVP-S,2019-11-25,0.9963
4362,analconda,TDW,PVP-S,2019-11-25,0.5426
4363,shadowspace,TDW,PVP-S,2019-11-25,0.9778
4364,rylenor,TDW,PVP-S,2019-11-25,0.6185
4365,morlock,TDW,PVP-S,2019-11-25,0.9259
4366,kauppila,TDW,PVP-S,2019-11-25,0.2
4367,lucian,TDW,PVP-S,2019-11-25,0.8296
4368,europachaos,TDW,PVP-S,2019-11-25,0.9944
4369,jimmysnuka,TDW,PVP-S,2019-11-25,0.8815
4370,pinkyellow1203,TDW,PVP-S,2019-11-25,0.7648
4371,khaalis,TDW,PVP-S,2019-11-25,0.3148
4372,hueytw,TDW,PVP-S,2019-11-25,0.4444
4373,matthew,TDW,PVP-S,2019-11-25,0.7778
4374,scottisenses,TDW,PVP-S,2019-11-25,0.8444
4375,xannaya,TDW,PVP-S,2019-11-25,0.5185
4376,telanthar,TDW,PVP-S,2019-11-25,0.3333
4377,bihotz,TDW,PVP-S,2019-11-25,0.3796
4378,skeletor,TDW,PVP-S,2019-11-25,0.6556
4379,chronomor,TDW,PVP-S,2019-11-25,0.4556
4385,huanchoo,TDW,PVP-S,2019-11-25,0.2389
4386,tomnoxx,TDW,PVP-S,2019-11-25,0.0
4387,summonghost,TDW,PVP-S,2019-11-25,0.1111
4388,lokijira,TDW,PVP-S,2019-11-25,0.0
4389,kensei,TDW,PVP-S,2019-11-25,0.0
4390,schmara,TDW,PVP-S,2019-11-25,0.063
4391,babyweenus,TDW,PVP-S,2019-11-25,0.2444
4392,cerberus,TDW,PVP-S,2019-11-25,0.3241
4393,cleanser,TDW,PVP-S,2019-11-25,0.5944
4394,biggestbunny,TDW,PVP-S,2019-11-25,0.0
4395,pharom,TDW,PVP-S,2019-11-25,0.0
4396,nezumi,TDW,PVP-S,2019-11-25,0.0
4397,bebop112,TDW,PVP-S,2019-11-25,0.0
4398,woodenh0rse,TDW,PVP-S,2019-11-25,0.0
4399,mithras,TDW,PVP-S,2019-11-25,0.0
4400,jeffrey27,TDW,PVP-S,2019-11-25,0.7537
4401,caddam,TDW,PVP-S,2019-11-25,0.5833
4402,soujirou,TDW,PVP-S,2019-11-25,0.237
4403,raunen,TDW,PVP-S,2019-11-25,0.2222
4404,hillz99,TDW,PVP-S,2019-11-25,0.2056
4405,burrito,TDW,PVP-S,2019-11-25,0.2
4406,fanciest,TDW,PVP-S,2019-11-25,0.1537
4407,vizzerdrix,TDW,PVP-S,2019-11-25,0.1111
4408,mkshield,TDW,PVP-S,2019-11-25,0.0
4409,turbofx,TDW,PVP-S,2019-11-25,0.0
4410,aztaren,TDW,PVP-S,2019-11-25,0.0
4411,nezkhy,TDW,PVP-S,2019-11-25,0.0
4412,evil knot,TDW,PVP-S,2019-11-25,0.0
4413,gorelash,TDW,PVP-S,2019-11-25,0.0
4414,mockstar,TDW,PVP-S,2019-11-25,0.0
4415,solgoth,TDW,PVP-S,2019-11-25,0.0
4416,jetterror,TDW,PVP-S,2019-11-25,0.0
4417,dxthree,TDW,PVP-S,2019-11-25,0.0
4418,sparky,TDW,PVP-S,2019-11-25,0.0
4419,jrp1787,TDW,PVP-S,2019-11-25,0.0
4421,lumiere,TDW,PVP-S,2019-11-25,0.1426
4423,redwizzard4,TDW,PVP-S,2019-11-25,0.0222
4430,jainus,TDW,PVP-S,2019-11-25,0.0444
4434,psylun,TDW,PVP-S,2019-11-25,0.0759
4440,serenity,TDW,PVP-S,2019-11-25,0.3278
4441,emissary,TDW,PVP-S,2019-11-25,0.0
4442,thabombs,TDW,PVP-S,2019-11-25,0.2426
4443,cmikaitis,TDW,PVP-S,2019-11-25,0.15
4444,rooster,TDW,PVP-S,2019-11-25,0.0
4445,hburger,TDW,PVP-S,2019-11-25,0.0
4446,mongkokkid,TDW,PVP-S,2019-11-25,0.0222
4447,gofreo,TDW,PVP-S,2019-11-25,0.0
4448,jayariel,TDW,PVP-S,2019-11-25,0.0
4449,diviodurr,TDW,PVP-S,2019-11-25,0.0
4450,gypsiemerald,TDW,PVP-S,2019-11-25,0.0
4451,greywolf,TDW,PVP-S,2019-11-25,0.063
4452,guest2,TDW,PVP-S,2019-11-25,0.0
4453,norinth,TDW,PVP-S,2019-11-25,0.0
4454,rentrout,TDW,PVP-S,2019-11-25,0.0
4455,tomtecat,TDW,PVP-S,2019-11-25,0.0
4456,poptartcat,TDW,PVP-S,2019-11-25,0.0
4457,xmanrex123,TDW,PVP-S,2019-11-25,0.0
4458,mucephei,TDW,PVP-S,2019-11-25,0.0
4460,madwren,TDW,PVP-S,2019-11-25,1.0
4461,zariath,TDW,PVP-S,2019-11-25,0.9556
4462,first,TDW,PVP-S,2019-11-25,1.0
4463,nickolas,TDW,PVP-S,2019-11-25,1.0
4464,gideon,TDW,PVP-S,2019-11-25,0.9963
4465,magicninja1,TDW,PVP-S,2019-11-25,0.9778
4466,nyarlathotep,TDW,PVP-S,2019-11-25,0.9926
4467,operasm,TDW,PVP-S,2019-11-25,1.0
4468,yaanchy,TDW,PVP-S,2019-11-25,0.9778
4469,larz70,TDW,PVP-S,2019-11-25,0.8889
4470,amoxjs,TDW,PVP-S,2019-11-25,0.9778
4471,demonious,TDW,PVP-S,2019-11-25,1.0
4472,magegaga,TDW,PVP-S,2019-11-25,0.9333
4473,oikeus,TDW,PVP-S,2019-11-25,1.0
4474,marsdeon,TDW,PVP-S,2019-11-25,0.9778
4475,edhmage,TDW,PVP-S,2019-11-25,0.9778
4476,omi77,TDW,PVP-S,2019-11-25,0.9944
4477,shrek,TDW,PVP-S,2019-11-25,1.0
4478,lost4g,TDW,PVP-S,2019-11-25,1.0
4479,soybomb,TDW,PVP-S,2019-11-25,0.9741
4480,masaana,HOD,PVE-S,2019-11-18,0.989
4481,d3r3lict,HOD,PVE-S,2019-11-18,0.9927
4482,doktorjadran,HOD,PVE-S,2019-11-18,0.9194
4483,lost4g,HOD,PVE-S,2019-11-18,0.967
4484,oibaf2000,HOD,PVE-S,2019-11-18,0.967
4485,fartingsnail,HOD,PVE-S,2019-11-18,1.0
4486,scottisenses,HOD,PVE-S,2019-11-18,0.8095
4487,powernic,HOD,PVE-S,2019-11-18,0.9963
4488,alfredseet,HOD,PVE-S,2019-11-18,0.9121
4489,6demonbag,HOD,PVE-S,2019-11-18,0.8535
4490,twister,HOD,PVE-S,2019-11-18,0.9853
4491,zohair,HOD,PVE-S,2019-11-18,0.9927
4492,themorbo,HOD,PVE-S,2019-11-18,0.8755
4493,guest,HOD,PVE-S,2019-11-18,0.9744
4494,themuffinman,HOD,PVE-S,2019-11-18,0.9487
4495,valdahsor,HOD,PVE-S,2019-11-18,0.8791
4496,ggbond,HOD,PVE-S,2019-11-18,0.978
4497,tinyau,HOD,PVE-S,2019-11-18,0.9341
4498,shaggy2000,HOD,PVE-S,2019-11-18,0.8132
4499,brookie,HOD,PVE-S,2019-11-18,0.8425
4500,mjuhlz,HOD,PVE-S,2019-11-18,0.6044
4501,mister20,HOD,PVE-S,2019-11-18,0.9121
4502,analconda,HOD,PVE-S,2019-11-18,0.9377
4503,xombiemike,HOD,PVE-S,2019-11-18,0.5714
4504,patricio,HOD,PVE-S,2019-11-18,0.5201
4505,morlock,HOD,PVE-S,2019-11-18,0.9084
4506,kauppila,HOD,PVE-S,2019-11-18,0.6557
4507,lucian,HOD,PVE-S,2019-11-18,0.8718
4508,europachaos,HOD,PVE-S,2019-11-18,0.9194
4509,jimmysnuka,HOD,PVE-S,2019-11-18,0.8718
4510,pinkyellow1203,HOD,PVE-S,2019-11-18,0.7766
4511,khaalis,HOD,PVE-S,2019-11-18,0.6703
4512,hueytw,HOD,PVE-S,2019-11-18,0.696
4513,mooninja,HOD,PVE-S,2019-11-18,0.3663
4514,yogsoth,HOD,PVE-S,2019-11-18,0.6044
4515,xannaya,HOD,PVE-S,2019-11-18,0.5201
4516,telanthar,HOD,PVE-S,2019-11-18,0.707
4517,bihotz,HOD,PVE-S,2019-11-18,0.5568
4518,skeletor,HOD,PVE-S,2019-11-18,0.5568
4519,chronomor,HOD,PVE-S,2019-11-18,0.4542
4525,huanchoo,HOD,PVE-S,2019-11-18,0.5714
4526,tomnoxx,HOD,PVE-S,2019-11-18,0.4029
4527,shadowspace,HOD,PVE-S,2019-11-18,0.6777
4528,lokijira,HOD,PVE-S,2019-11-18,0.0
4529,kensei,HOD,PVE-S,2019-11-18,0.5568
4530,schmara,HOD,PVE-S,2019-11-18,0.7033
4531,babyweenus,HOD,PVE-S,2019-11-18,0.0
4532,cerberus,HOD,PVE-S,2019-11-18,0.5604
4533,cleanser,HOD,PVE-S,2019-11-18,0.7326
4534,biggestbunny,HOD,PVE-S,2019-11-18,0.0
4535,pharom,HOD,PVE-S,2019-11-18,0.0
4536,nezumi,HOD,PVE-S,2019-11-18,0.0
4537,bebop112,HOD,PVE-S,2019-11-18,0.0
4538,woodenh0rse,HOD,PVE-S,2019-11-18,0.0
4539,mithras,HOD,PVE-S,2019-11-18,0.0
4540,caddam,HOD,PVE-S,2019-11-18,0.6117
4541,burrito,HOD,PVE-S,2019-11-18,0.5128
4542,hillz99,HOD,PVE-S,2019-11-18,0.4579
4543,raunen,HOD,PVE-S,2019-11-18,0.3077
4544,jeffrey27,HOD,PVE-S,2019-11-18,0.304
4545,vizzerdrix,HOD,PVE-S,2019-11-18,0.0989
4546,gorelash,HOD,PVE-S,2019-11-18,0.0952
4547,soujirou,HOD,PVE-S,2019-11-18,0.0659
4548,dxthree,HOD,PVE-S,2019-11-18,0.022
4549,mkshield,HOD,PVE-S,2019-11-18,0.0
4550,turbofx,HOD,PVE-S,2019-11-18,0.0
4551,aztaren,HOD,PVE-S,2019-11-18,0.0
4552,nezkhy,HOD,PVE-S,2019-11-18,0.0
4553,evil knot,HOD,PVE-S,2019-11-18,0.0
4554,mockstar,HOD,PVE-S,2019-11-18,0.0
4555,fanciest,HOD,PVE-S,2019-11-18,0.0
4556,solgoth,HOD,PVE-S,2019-11-18,0.0
4557,jetterror,HOD,PVE-S,2019-11-18,0.0
4559,imlost,HOD,PVE-S,2019-11-18,0.0
4561,lumiere,HOD,PVE-S,2019-11-18,0.315
