,player_name,event,event_type,event_date,score
1976,mister20,RAW,PVP-S,2020-03-22,0.9583
1977,brookie,RAW,PVP-S,2020-03-22,0.9917
1978,marsdeon,RAW,PVP-S,2020-03-22,0.7542
1979,arklight,RAW,PVP-S,2020-03-22,1.0
1980,hueytw,RAW,PVP-S,2020-03-22,0.4333
1981,abyssian,RAW,PVP-S,2020-03-22,0.875
1982,khaalis,RAW,PVP-S,2020-03-22,0.9208
1983,arrowny,RAW,PVP-S,2020-03-22,1.0
1984,paleale,RAW,PVP-S,2020-03-22,0.8667
1985,morlock,RAW,PVP-S,2020-03-22,0.9208
1986,marshall,RAW,PVP-S,2020-03-22,0.9167
1987,bihotz,RAW,PVP-S,2020-03-22,0.825
1988,chronomor,RAW,PVP-S,2020-03-22,0.8708
1989,donthateme,RAW,PVP-S,2020-03-22,0.8167
1990,pinkyellow1203,RAW,PVP-S,2020-03-22,0.7208
1991,zergkawaii,RAW,PVP-S,2020-03-22,0.625
1992,artikotzp,RAW,PVP-S,2020-03-22,0.6292
1993,shteev,RAW,PVP-S,2020-03-22,0.7375
1994,skeletor,RAW,PVP-S,2020-03-22,0.7042
1995,digger,RAW,PVP-S,2020-03-22,0.6
1996,feitonghofei,RAW,PVP-S,2020-03-22,0.8292
1997,rayfinkle,RAW,PVP-S,2020-03-22,0.55
1998,mistercawck,RAW,PVP-S,2020-03-22,0.9208
1999,guest,RAW,PVP-S,2020-03-22,0.7417
2000,jeffrey27,RAW,PVP-S,2020-03-22,0.0
2001,kelsigrammar,RAW,PVP-S,2020-03-22,0.0
2002,multani,RAW,PVP-S,2020-03-22,0.0
2003,niigin,RAW,PVP-S,2020-03-22,0.6375
2004,decadentia,RAW,PVP-S,2020-03-22,0.6125
2005,muirthemne,RAW,PVP-S,2020-03-22,0.0
2006,timothy,RAW,PVP-S,2020-03-22,0.0292
2007,huanchoo,RAW,PVP-S,2020-03-22,0.5708
2008,pinkmafia,RAW,PVP-S,2020-03-22,0.7292
2009,telanthar,RAW,PVP-S,2020-03-22,0.4167
2010,schmara,RAW,PVP-S,2020-03-22,0.2083
2011,powernic,RAW,PVP-S,2020-03-22,0.4458
2013,quiddajj,RAW,PVP-S,2020-03-22,0.0
2015,ralpha,RAW,PVP-S,2020-03-22,0.0
2018,patricio,RAW,PVP-S,2020-03-22,0.0
2020,caddam,RAW,PVP-S,2020-03-22,0.45
2021,burrito,RAW,PVP-S,2020-03-22,0.1958
2022,vizzerdrix,RAW,PVP-S,2020-03-22,0.0333
2023,hillz99,RAW,PVP-S,2020-03-22,0.0
2024,fanciest,RAW,PVP-S,2020-03-22,0.6125
2025,raunen,RAW,PVP-S,2020-03-22,0.0
2026,aztaren,RAW,PVP-S,2020-03-22,0.1333
2027,grumpygideon,RAW,PVP-S,2020-03-22,0.6292
2028,hyena17,RAW,PVP-S,2020-03-22,0.1292
2029,sparky,RAW,PVP-S,2020-03-22,0.55
2030,mitchl,RAW,PVP-S,2020-03-22,0.6708
2031,bridgerbill,RAW,PVP-S,2020-03-22,0.4417
2032,gorelash,RAW,PVP-S,2020-03-22,0.0
2033,brickeater,RAW,PVP-S,2020-03-22,0.0417
2034,theillaster,RAW,PVP-S,2020-03-22,0.0
2035,jvier0,RAW,PVP-S,2020-03-22,0.0
2036,dsfargeg,RAW,PVP-S,2020-03-22,0.0
2037,rylenor,RAW,PVP-S,2020-03-22,0.525
2040,skills,RAW,PVP-S,2020-03-22,0.0
2041,lumiere,RAW,PVP-S,2020-03-22,0.4375
2044,mithras042,RAW,PVP-S,2020-03-22,0.2625
2045,taidachan,RAW,PVP-S,2020-03-22,0.0625
2046,quiksilverhg,RAW,PVP-S,2020-03-22,0.625
2050,jainus,RAW,PVP-S,2020-03-22,0.0583
2054,psylun,RAW,PVP-S,2020-03-22,0.0292
2060,serenity,RAW,PVP-S,2020-03-22,0.6417
2062,thabombs,RAW,PVP-S,2020-03-22,0.0
2063,cmikaitis,RAW,PVP-S,2020-03-22,0.0
2064,rooster,RAW,PVP-S,2020-03-22,0.0
2065,hburger,RAW,PVP-S,2020-03-22,0.0
2066,mongkokkid,RAW,PVP-S,2020-03-22,0.0
2067,gofreo,RAW,PVP-S,2020-03-22,0.0
2068,jayariel,RAW,PVP-S,2020-03-22,0.0
2070,emissary,RAW,PVP-S,2020-03-22,0.0
2071,greywolf,RAW,PVP-S,2020-03-22,0.0
2078,mucephei,RAW,PVP-S,2020-03-22,0.0
2080,madwren,RAW,PVP-S,2020-03-22,0.9167
2081,zariath,RAW,PVP-S,2020-03-22,0.95
2082,nickolas,RAW,PVP-S,2020-03-22,1.0
2083,magicninja1,RAW,PVP-S,2020-03-22,1.0
2084,nyarlathotep,RAW,PVP-S,2020-03-22,0.9583
2085,gideon,RAW,PVP-S,2020-03-22,0.9583
2086,d3r3lict,RAW,PVP-S,2020-03-22,0.9458
2087,houdin,RAW,PVP-S,2020-03-22,1.0
2088,ggbond,RAW,PVP-S,2020-03-22,0.9583
2089,operasm,RAW,PVP-S,2020-03-22,1.0
2090,larz70,RAW,PVP-S,2020-03-22,0.9583
2091,matthew,RAW,PVP-S,2020-03-22,0.8333
2092,demonious,RAW,PVP-S,2020-03-22,0.9583
2093,lost4g,RAW,PVP-S,2020-03-22,0.9167
2094,themorbo,RAW,PVP-S,2020-03-22,0.9458
2095,masaana,RAW,PVP-S,2020-03-22,0.875
2096,edhmage,RAW,PVP-S,2020-03-22,0.9875
2097,first,RAW,PVP-S,2020-03-22,0.9583
2098,magegaga,RAW,PVP-S,2020-03-22,0.9167
2099,amoxjs,RAW,PVP-S,2020-03-22,0.9583
2100,omi77,TDW,PVP-L,2020-03-16,0.9056
2101,twister,TDW,PVP-L,2020-03-16,0.9556
2102,doktorjadran,TDW,PVP-L,2020-03-16,0.9556
2103,valdahsor,TDW,PVP-L,2020-03-16,0.9222
2104,oibaf2000,TDW,PVP-L,2020-03-16,0.9556
2105,fartingsnail,TDW,PVP-L,2020-03-16,1.0
2106,analconda,TDW,PVP-L,2020-03-16,0.9741
2107,tāotiè,TDW,PVP-L,2020-03-16,0.9778
2108,alfredseet,TDW,PVP-L,2020-03-16,0.8926
2109,magegaga,TDW,PVP-L,2020-03-16,0.9741
2110,yogsoth,TDW,PVP-L,2020-03-16,0.9556
2111,zohair,TDW,PVP-L,2020-03-16,0.8685
2112,europachaos,TDW,PVP-L,2020-03-16,0.9963
2113,xombiemike,TDW,PVP-L,2020-03-16,0.9648
2114,jimmysnuka,TDW,PVP-L,2020-03-16,0.9296
2115,lucian,TDW,PVP-L,2020-03-16,0.9426
2116,mister20,TDW,PVP-L,2020-03-16,0.9907
2117,brookie,TDW,PVP-L,2020-03-16,0.9185
2118,amoxjs,TDW,PVP-L,2020-03-16,0.9778
2119,paleale,TDW,PVP-L,2020-03-16,0.8778
2120,hueytw,TDW,PVP-L,2020-03-16,0.5278
2121,abyssian,TDW,PVP-L,2020-03-16,0.8148
2122,khaalis,TDW,PVP-L,2020-03-16,0.937
2123,arrowny,TDW,PVP-L,2020-03-16,0.7907
2124,oikeus,TDW,PVP-L,2020-03-16,0.0
2125,morlock,TDW,PVP-L,2020-03-16,0.8556
2126,marshall,TDW,PVP-L,2020-03-16,0.8944
2127,bihotz,TDW,PVP-L,2020-03-16,0.4593
2128,chronomor,TDW,PVP-L,2020-03-16,0.7778
2129,donthateme,TDW,PVP-L,2020-03-16,0.8222
2130,pinkyellow1203,TDW,PVP-L,2020-03-16,0.7611
2131,zergkawaii,TDW,PVP-L,2020-03-16,0.2444
2132,telanthar,TDW,PVP-L,2020-03-16,0.2889
2133,shteev,TDW,PVP-L,2020-03-16,0.8796
2134,skeletor,TDW,PVP-L,2020-03-16,0.6574
2135,digger,TDW,PVP-L,2020-03-16,0.6685
2136,feitonghofei,TDW,PVP-L,2020-03-16,0.5833
2137,rayfinkle,TDW,PVP-L,2020-03-16,0.5889
2138,mistercawck,TDW,PVP-L,2020-03-16,0.7815
2139,guest,TDW,PVP-L,2020-03-16,0.8981
2140,jeffrey27,TDW,PVP-L,2020-03-16,0.0
2141,kelsigrammar,TDW,PVP-L,2020-03-16,0.0
2142,multani,TDW,PVP-L,2020-03-16,0.0
2143,niigin,TDW,PVP-L,2020-03-16,0.5259
2144,decadentia,TDW,PVP-L,2020-03-16,0.0833
2145,muirthemne,TDW,PVP-L,2020-03-16,0.263
2146,timothy,TDW,PVP-L,2020-03-16,0.1093
2147,huanchoo,TDW,PVP-L,2020-03-16,0.2481
2150,schmara,TDW,PVP-L,2020-03-16,0.187
2153,quiddajj,TDW,PVP-L,2020-03-16,0.1074
2155,ralpha,TDW,PVP-L,2020-03-16,0.0
2158,patricio,TDW,PVP-L,2020-03-16,0.0
2160,caddam,TDW,PVP-L,2020-03-16,0.3815
2161,burrito,TDW,PVP-L,2020-03-16,0.2833
2162,vizzerdrix,TDW,PVP-L,2020-03-16,0.0667
2163,hillz99,TDW,PVP-L,2020-03-16,0.0444
2164,fanciest,TDW,PVP-L,2020-03-16,0.737
2165,raunen,TDW,PVP-L,2020-03-16,0.0
2166,aztaren,TDW,PVP-L,2020-03-16,0.2352
2167,grumpygideon,TDW,PVP-L,2020-03-16,0.4481
2168,hyena17,TDW,PVP-L,2020-03-16,0.2981
2169,sparky,TDW,PVP-L,2020-03-16,0.3019
2170,gorelash,TDW,PVP-L,2020-03-16,0.0
2171,bridgerbill,TDW,PVP-L,2020-03-16,0.787
2172,brickeater,TDW,PVP-L,2020-03-16,0.3222
2173,mitchl,TDW,PVP-L,2020-03-16,0.437
2174,theillaster,TDW,PVP-L,2020-03-16,0.0
2175,jvier0,TDW,PVP-L,2020-03-16,0.3037
2176,dsfargeg,TDW,PVP-L,2020-03-16,0.0
2180,skills,TDW,PVP-L,2020-03-16,0.0259
2181,lumiere,TDW,PVP-L,2020-03-16,0.5389
2182,rylenor,TDW,PVP-L,2020-03-16,0.2889
2184,mithras042,TDW,PVP-L,2020-03-16,0.2796
2185,taidachan,TDW,PVP-L,2020-03-16,0.2259
2186,quiksilverhg,TDW,PVP-L,2020-03-16,0.2333
2190,jainus,TDW,PVP-L,2020-03-16,0.013
2194,psylun,TDW,PVP-L,2020-03-16,0.0704
2200,serenity,TDW,PVP-L,2020-03-16,0.2444
2202,thabombs,TDW,PVP-L,2020-03-16,0.0
2203,cmikaitis,TDW,PVP-L,2020-03-16,0.0
2204,rooster,TDW,PVP-L,2020-03-16,0.0
2205,hburger,TDW,PVP-L,2020-03-16,0.0
2206,mongkokkid,TDW,PVP-L,2020-03-16,0.0759
2207,gofreo,TDW,PVP-L,2020-03-16,0.0
2208,jayariel,TDW,PVP-L,2020-03-16,0.0
2210,emissary,TDW,PVP-L,2020-03-16,0.0
2211,greywolf,TDW,PVP-L,2020-03-16,0.0685
2218,mucephei,TDW,PVP-L,2020-03-16,0.0
2220,madwren,TDW,PVP-L,2020-03-16,0.9907
2221,zariath,TDW,PVP-L,2020-03-16,0.9519
2222,nickolas,TDW,PVP-L,2020-03-16,1.0
2223,magicninja1,TDW,PVP-L,2020-03-16,0.9907
2224,yaanchy,TDW,PVP-L,2020-03-16,0.9407
2225,nyarlathotep,TDW,PVP-L,2020-03-16,0.9907
2226,gideon,TDW,PVP-L,2020-03-16,0.9296
2228,houdin,TDW,PVP-L,2020-03-16,0.9556
2229,ggbond,TDW,PVP-L,2020-03-16,0.9556
2230,operasm,TDW,PVP-L,2020-03-16,1.0
2231,larz70,TDW,PVP-L,2020-03-16,0.9963
2232,matthew,TDW,PVP-L,2020-03-16,1.0
2233,demonious,TDW,PVP-L,2020-03-16,0.9778
2234,lost4g,TDW,PVP-L,2020-03-16,0.9722
2235,themorbo,TDW,PVP-L,2020-03-16,0.9722
2236,masaana,TDW,PVP-L,2020-03-16,0.9685
2237,shrek,TDW,PVP-L,2020-03-16,0.9907
2238,edhmage,TDW,PVP-L,2020-03-16,0.787
2239,marsdeon,TDW,PVP-L,2020-03-16,0.9519
2240,omi77,TGT,PVP-S,2020-03-08,0.9444
2241,twister,TGT,PVP-S,2020-03-08,0.9644
2242,doktorjadran,TGT,PVP-S,2020-03-08,0.8422
2243,valdahsor,TGT,PVP-S,2020-03-08,0.9778
2244,oibaf2000,TGT,PVP-S,2020-03-08,0.9822
2245,fartingsnail,TGT,PVP-S,2020-03-08,1.0
2246,analconda,TGT,PVP-S,2020-03-08,0.9733
2247,tāotiè,TGT,PVP-S,2020-03-08,0.9489
2248,alfredseet,TGT,PVP-S,2020-03-08,0.9511
2249,magegaga,TGT,PVP-S,2020-03-08,0.9556
2250,yogsoth,TGT,PVP-S,2020-03-08,1.0
2251,zohair,TGT,PVP-S,2020-03-08,0.94
2252,europachaos,TGT,PVP-S,2020-03-08,0.9422
2253,xombiemike,TGT,PVP-S,2020-03-08,0.9511
2254,jimmysnuka,TGT,PVP-S,2020-03-08,0.8667
2255,lucian,TGT,PVP-S,2020-03-08,0.9333
2256,mister20,TGT,PVP-S,2020-03-08,0.9667
2257,brookie,TGT,PVP-S,2020-03-08,0.7778
2258,rayfinkle,TGT,PVP-S,2020-03-08,0.7933
2259,paleale,TGT,PVP-S,2020-03-08,0.8489
2260,hueytw,TGT,PVP-S,2020-03-08,0.3267
2261,abyssian,TGT,PVP-S,2020-03-08,0.8356
2262,khaalis,TGT,PVP-S,2020-03-08,0.7467
2263,arrowny,TGT,PVP-S,2020-03-08,0.8444
2264,oikeus,TGT,PVP-S,2020-03-08,0.0
2265,morlock,TGT,PVP-S,2020-03-08,0.6956
2266,morgoth,TGT,PVP-S,2020-03-08,0.6333
2267,bihotz,TGT,PVP-S,2020-03-08,0.4822
2268,chronomor,TGT,PVP-S,2020-03-08,0.3733
2269,marsdeon,TGT,PVP-S,2020-03-08,0.9111
2270,pinkyellow1203,TGT,PVP-S,2020-03-08,0.7244
2271,zergkawaii,TGT,PVP-S,2020-03-08,0.36
2272,telanthar,TGT,PVP-S,2020-03-08,0.3556
2273,shteev,TGT,PVP-S,2020-03-08,0.8444
2274,timothy,TGT,PVP-S,2020-03-08,0.0
2275,digger,TGT,PVP-S,2020-03-08,0.64
2276,pinkmafia,TGT,PVP-S,2020-03-08,0.0
2277,powernic,TGT,PVP-S,2020-03-08,0.3044
2278,mistercawck,TGT,PVP-S,2020-03-08,0.8756
2279,guest,TGT,PVP-S,2020-03-08,0.8222
2280,jeffrey27,TGT,PVP-S,2020-03-08,0.0
2281,kelsigrammar,TGT,PVP-S,2020-03-08,0.0756
2282,multani,TGT,PVP-S,2020-03-08,0.0
2283,niigin,TGT,PVP-S,2020-03-08,0.5067
2284,decadentia,TGT,PVP-S,2020-03-08,0.4067
2285,muirthemne,TGT,PVP-S,2020-03-08,0.3067
2286,feitonghofei,TGT,PVP-S,2020-03-08,0.6422
2287,huanchoo,TGT,PVP-S,2020-03-08,0.3067
2290,schmara,TGT,PVP-S,2020-03-08,0.3111
2293,quiddajj,TGT,PVP-S,2020-03-08,0.0556
2295,ralpha,TGT,PVP-S,2020-03-08,0.0222
2296,skeletor,TGT,PVP-S,2020-03-08,0.4711
2297,donthateme,TGT,PVP-S,2020-03-08,0.7044
2298,patricio,TGT,PVP-S,2020-03-08,0.0
2300,bridgerbill,TGT,PVP-S,2020-03-08,0.6022
2301,burrito,TGT,PVP-S,2020-03-08,0.32
2302,brickeater,TGT,PVP-S,2020-03-08,0.3111
2303,jvier0,TGT,PVP-S,2020-03-08,0.3111
2304,grumpygideon,TGT,PVP-S,2020-03-08,0.1444
2305,aztaren,TGT,PVP-S,2020-03-08,0.1333
2306,hyena17,TGT,PVP-S,2020-03-08,0.1156
2307,fanciest,TGT,PVP-S,2020-03-08,0.0444
2308,sparky,TGT,PVP-S,2020-03-08,0.0289
2309,caddam,TGT,PVP-S,2020-03-08,0.0
2310,vizzerdrix,TGT,PVP-S,2020-03-08,0.0
2311,hillz99,TGT,PVP-S,2020-03-08,0.0
2312,raunen,TGT,PVP-S,2020-03-08,0.0
2313,jrp1787,TGT,PVP-S,2020-03-08,0.0
2314,gorelash,TGT,PVP-S,2020-03-08,0.0
2315,theillaster,TGT,PVP-S,2020-03-08,0.0
2316,mitchl,TGT,PVP-S,2020-03-08,0.0
2317,dsfargeg,TGT,PVP-S,2020-03-08,0.0
2318,draijaara,TGT,PVP-S,2020-03-08,0.0
2319,biggestbunny,TGT,PVP-S,2020-03-08,0.0
2320,skills,TGT,PVP-S,2020-03-08,0.0
2321,lumiere,TGT,PVP-S,2020-03-08,0.4111
2322,rylenor,TGT,PVP-S,2020-03-08,0.2778
2324,mithras042,TGT,PVP-S,2020-03-08,0.2756
2325,taidachan,TGT,PVP-S,2020-03-08,0.1822
2326,quiksilverhg,TGT,PVP-S,2020-03-08,0.3022
2330,jainus,TGT,PVP-S,2020-03-08,0.0
2334,psylun,TGT,PVP-S,2020-03-08,0.0333
2340,serenity,TGT,PVP-S,2020-03-08,0.26
2342,thabombs,TGT,PVP-S,2020-03-08,0.0
2343,cmikaitis,TGT,PVP-S,2020-03-08,0.0
2344,rooster,TGT,PVP-S,2020-03-08,0.0
2345,hburger,TGT,PVP-S,2020-03-08,0.0
2346,mongkokkid,TGT,PVP-S,2020-03-08,0.0378
2347,gofreo,TGT,PVP-S,2020-03-08,0.0
2348,jayariel,TGT,PVP-S,2020-03-08,0.0
2350,emissary,TGT,PVP-S,2020-03-08,0.0
2351,greywolf,TGT,PVP-S,2020-03-08,0.1311
2358,mucephei,TGT,PVP-S,2020-03-08,0.0
2360,madwren,TGT,PVP-S,2020-03-08,0.9778
2361,zariath,TGT,PVP-S,2020-03-08,0.9267
2362,nickolas,TGT,PVP-S,2020-03-08,0.9756
2363,magicninja1,TGT,PVP-S,2020-03-08,0.9778
2364,yaanchy,TGT,PVP-S,2020-03-08,0.9489
2365,nyarlathotep,TGT,PVP-S,2020-03-08,0.9356
2366,amoxjs,TGT,PVP-S,2020-03-08,0.7956
2367,gideon,TGT,PVP-S,2020-03-08,0.9044
2368,d3r3lict,TGT,PVP-S,2020-03-08,0.9511
2369,houdin,TGT,PVP-S,2020-03-08,0.9067
2370,ggbond,TGT,PVP-S,2020-03-08,0.9067
2371,operasm,TGT,PVP-S,2020-03-08,0.9778
2372,larz70,TGT,PVP-S,2020-03-08,0.9778
2373,matthew,TGT,PVP-S,2020-03-08,0.9667
2374,demonious,TGT,PVP-S,2020-03-08,0.9556
2375,lost4g,TGT,PVP-S,2020-03-08,0.9267
2376,masaana,TGT,PVP-S,2020-03-08,0.8911
2377,themorbo,TGT,PVP-S,2020-03-08,0.9289
2378,shrek,TGT,PVP-S,2020-03-08,0.9733
2379,edhmage,TGT,PVP-S,2020-03-08,0.9244
2380,omi77,RAW,PVP-S,2020-03-01,0.85
2381,twister,RAW,PVP-S,2020-03-01,0.8625
2382,doktorjadran,RAW,PVP-S,2020-03-01,0.875
2383,valdahsor,RAW,PVP-S,2020-03-01,0.7375
2384,oibaf2000,RAW,PVP-S,2020-03-01,0.7958
2385,fartingsnail,RAW,PVP-S,2020-03-01,0.9917
2386,shrek,RAW,PVP-S,2020-03-01,0.7333
2387,tāotiè,RAW,PVP-S,2020-03-01,0.9458
2388,alfredseet,RAW,PVP-S,2020-03-01,0.9792
2389,magegaga,RAW,PVP-S,2020-03-01,1.0
2390,yogsoth,RAW,PVP-S,2020-03-01,0.9583
2391,zohair,RAW,PVP-S,2020-03-01,0.95
2392,europachaos,RAW,PVP-S,2020-03-01,0.9083
2393,xombiemike,RAW,PVP-S,2020-03-01,0.8792
2394,marsdeon,RAW,PVP-S,2020-03-01,0.8167
2395,lucian,RAW,PVP-S,2020-03-01,0.8625
2396,mister20,RAW,PVP-S,2020-03-01,0.8875
2397,brookie,RAW,PVP-S,2020-03-01,0.7917
2398,edhmage,RAW,PVP-S,2020-03-01,0.9917
2399,paleale,RAW,PVP-S,2020-03-01,0.725
2400,hueytw,RAW,PVP-S,2020-03-01,0.6292
2401,abyssian,RAW,PVP-S,2020-03-01,0.8167
2402,zw2007,RAW,PVP-S,2020-03-01,0.9917
2403,arrowny,RAW,PVP-S,2020-03-01,0.9167
2404,oikeus,RAW,PVP-S,2020-03-01,0.7083
2405,morlock,RAW,PVP-S,2020-03-01,0.6458
2406,morgoth,RAW,PVP-S,2020-03-01,0.8625
2407,bihotz,RAW,PVP-S,2020-03-01,0.625
2408,chronomor,RAW,PVP-S,2020-03-01,0.8333
2409,jimmysnuka,RAW,PVP-S,2020-03-01,0.9083
2410,pinkyellow1203,RAW,PVP-S,2020-03-01,0.7208
2411,zergkawaii,RAW,PVP-S,2020-03-01,0.4208
2412,telanthar,RAW,PVP-S,2020-03-01,0.7083
2413,shteev,RAW,PVP-S,2020-03-01,0.9583
2414,timothy,RAW,PVP-S,2020-03-01,0.6167
2415,analconda,RAW,PVP-S,2020-03-01,0.6042
2416,pinkmafia,RAW,PVP-S,2020-03-01,0.3333
2417,rayfinkle,RAW,PVP-S,2020-03-01,0.8667
2418,mistercawck,RAW,PVP-S,2020-03-01,0.7458
2419,guest,RAW,PVP-S,2020-03-01,0.8208
2420,jeffrey27,RAW,PVP-S,2020-03-01,0.0
2421,kelsigrammar,RAW,PVP-S,2020-03-01,0.0
2422,multani,RAW,PVP-S,2020-03-01,0.0
2423,niigin,RAW,PVP-S,2020-03-01,0.825
2424,decadentia,RAW,PVP-S,2020-03-01,0.4042
2425,muirthemne,RAW,PVP-S,2020-03-01,0.65
2430,schmara,RAW,PVP-S,2020-03-01,0.4333
2431,khaalis,RAW,PVP-S,2020-03-01,0.8333
2433,quiddajj,RAW,PVP-S,2020-03-01,0.3333
2434,digger,RAW,PVP-S,2020-03-01,0.5625
2435,ralpha,RAW,PVP-S,2020-03-01,0.125
2436,skeletor,RAW,PVP-S,2020-03-01,0.55
2437,donthateme,RAW,PVP-S,2020-03-01,0.6833
2438,patricio,RAW,PVP-S,2020-03-01,0.0667
2440,hillz99,RAW,PVP-S,2020-03-01,0.6417
2441,brickeater,RAW,PVP-S,2020-03-01,0.3792
2442,aztaren,RAW,PVP-S,2020-03-01,0.2542
2443,burrito,RAW,PVP-S,2020-03-01,0.2375
2444,mitchl,RAW,PVP-S,2020-03-01,0.0833
2445,bridgerbill,RAW,PVP-S,2020-03-01,0.075
2446,caddam,RAW,PVP-S,2020-03-01,0.0667
2447,vizzerdrix,RAW,PVP-S,2020-03-01,0.0417
2448,fanciest,RAW,PVP-S,2020-03-01,0.0
2449,raunen,RAW,PVP-S,2020-03-01,0.0
2450,jrp1787,RAW,PVP-S,2020-03-01,0.0
2451,grumpygideon,RAW,PVP-S,2020-03-01,0.0
2452,hyena17,RAW,PVP-S,2020-03-01,0.0
2453,gorelash,RAW,PVP-S,2020-03-01,0.0
2454,sparky,RAW,PVP-S,2020-03-01,0.0
2455,theillaster,RAW,PVP-S,2020-03-01,0.0
2456,jvier0,RAW,PVP-S,2020-03-01,0.0
2457,dsfargeg,RAW,PVP-S,2020-03-01,0.0
2458,draijaara,RAW,PVP-S,2020-03-01,0.0
2459,biggestbunny,RAW,PVP-S,2020-03-01,0.0
2460,skills,RAW,PVP-S,2020-03-01,0.0417
2461,lumiere,RAW,PVP-S,2020-03-01,0.2167
2462,rylenor,RAW,PVP-S,2020-03-01,0.2292
2464,mithras042,RAW,PVP-S,2020-03-01,0.2
2465,taidachan,RAW,PVP-S,2020-03-01,0.0583
2466,quiksilverhg,RAW,PVP-S,2020-03-01,0.4333
2470,jainus,RAW,PVP-S,2020-03-01,0.0625
2474,psylun,RAW,PVP-S,2020-03-01,0.0208
2480,serenity,RAW,PVP-S,2020-03-01,0.5292
2482,thabombs,RAW,PVP-S,2020-03-01,0.0
2483,cmikaitis,RAW,PVP-S,2020-03-01,0.2417
2484,rooster,RAW,PVP-S,2020-03-01,0.0
2485,hburger,RAW,PVP-S,2020-03-01,0.0
2486,mongkokkid,RAW,PVP-S,2020-03-01,0.2417
2487,gofreo,RAW,PVP-S,2020-03-01,0.0
2488,jayariel,RAW,PVP-S,2020-03-01,0.0
2490,emissary,RAW,PVP-S,2020-03-01,0.0
2491,greywolf,RAW,PVP-S,2020-03-01,0.0833
2498,mucephei,RAW,PVP-S,2020-03-01,0.0
2500,madwren,RAW,PVP-S,2020-03-01,0.9583
2501,zariath,RAW,PVP-S,2020-03-01,1.0
2502,first,RAW,PVP-S,2020-03-01,0.9583
2503,nickolas,RAW,PVP-S,2020-03-01,0.9583
2504,magicninja1,RAW,PVP-S,2020-03-01,1.0
2505,yaanchy,RAW,PVP-S,2020-03-01,0.9083
2506,nyarlathotep,RAW,PVP-S,2020-03-01,0.9167
2507,amoxjs,RAW,PVP-S,2020-03-01,0.8333
2508,gideon,RAW,PVP-S,2020-03-01,0.9
2509,d3r3lict,RAW,PVP-S,2020-03-01,0.9458
2510,houdin,RAW,PVP-S,2020-03-01,0.9542
2511,ggbond,RAW,PVP-S,2020-03-01,0.8542
2512,operasm,RAW,PVP-S,2020-03-01,1.0
2513,larz70,RAW,PVP-S,2020-03-01,1.0
2514,summonghost,RAW,PVP-S,2020-03-01,0.9583
2515,matthew,RAW,PVP-S,2020-03-01,0.9583
2516,demonious,RAW,PVP-S,2020-03-01,0.8333
2517,lost4g,RAW,PVP-S,2020-03-01,0.9583
2518,masaana,RAW,PVP-S,2020-03-01,0.9583
2519,themorbo,RAW,PVP-S,2020-03-01,0.95
2520,omi77,TTN,PVP-S,2020-02-23,0.9571
2521,twister,TTN,PVP-S,2020-02-23,0.9286
2522,doktorjadran,TTN,PVP-S,2020-02-23,1.0
2523,valdahsor,TTN,PVP-S,2020-02-23,0.8571
2524,oibaf2000,TTN,PVP-S,2020-02-23,0.95
2525,fartingsnail,TTN,PVP-S,2020-02-23,1.0
2526,shrek,TTN,PVP-S,2020-02-23,0.9857
2527,tāotiè,TTN,PVP-S,2020-02-23,0.9857
2528,alfredseet,TTN,PVP-S,2020-02-23,0.9143
2529,magegaga,TTN,PVP-S,2020-02-23,0.8429
2530,masaana,TTN,PVP-S,2020-02-23,0.9571
2531,zohair,TTN,PVP-S,2020-02-23,0.85
2532,lost4g,TTN,PVP-S,2020-02-23,1.0
2533,analconda,TTN,PVP-S,2020-02-23,0.9571
2534,themorbo,TTN,PVP-S,2020-02-23,0.9643
2535,lucian,TTN,PVP-S,2020-02-23,0.9643
2536,mister20,TTN,PVP-S,2020-02-23,1.0
2537,tinyau,TTN,PVP-S,2020-02-23,0.8714
2538,edhmage,TTN,PVP-S,2020-02-23,1.0
2539,powernic,TTN,PVP-S,2020-02-23,0.9357
2540,hueytw,TTN,PVP-S,2020-02-23,0.8071
2541,abyssian,TTN,PVP-S,2020-02-23,0.8429
2542,brookie,TTN,PVP-S,2020-02-23,0.8571
2543,arrowny,TTN,PVP-S,2020-02-23,0.9286
2544,mooninja,TTN,PVP-S,2020-02-23,0.9
2545,morlock,TTN,PVP-S,2020-02-23,0.8571
2546,morgoth,TTN,PVP-S,2020-02-23,0.8786
2547,europachaos,TTN,PVP-S,2020-02-23,0.9143
2548,chronomor,TTN,PVP-S,2020-02-23,0.9286
2549,jimmysnuka,TTN,PVP-S,2020-02-23,0.9143
2550,pinkyellow1203,TTN,PVP-S,2020-02-23,0.8857
2551,zergkawaii,TTN,PVP-S,2020-02-23,1.0
2552,telanthar,TTN,PVP-S,2020-02-23,0.7143
2553,shteev,TTN,PVP-S,2020-02-23,0.9286
2554,paleale,TTN,PVP-S,2020-02-23,0.8429
2555,xombiemike,TTN,PVP-S,2020-02-23,0.5786
2556,pinkmafia,TTN,PVP-S,2020-02-23,0.7143
2557,rayfinkle,TTN,PVP-S,2020-02-23,0.75
2558,mistercawck,TTN,PVP-S,2020-02-23,0.7571
2559,guest,TTN,PVP-S,2020-02-23,0.8071
2560,jeffrey27,TTN,PVP-S,2020-02-23,0.5857
